-----------------------------------------------------------------------
-                              PREDICTIONS                            -
-----------------------------------------------------------------------
|   INSTANTZIA ZENB    |    REAL     |   PREDICTED   |    ERROR (*)   |
|         691          |     NaN     |       1       |       *        |
|         692          |     NaN     |       0       |       *        |
|         693          |     NaN     |       1       |       *        |
|         694          |     NaN     |       1       |       *        |
|         695          |     NaN     |       1       |       *        |
|         696          |     NaN     |       1       |       *        |
|         697          |     NaN     |       1       |       *        |
|         698          |     NaN     |       1       |       *        |
|         699          |     NaN     |       1       |       *        |
|         700          |     NaN     |       1       |       *        |
|         701          |     NaN     |       1       |       *        |
|         702          |     NaN     |       1       |       *        |
|         703          |     NaN     |       1       |       *        |
|         704          |     NaN     |       1       |       *        |
|         705          |     NaN     |       1       |       *        |
|         706          |     NaN     |       0       |       *        |
|         707          |     NaN     |       1       |       *        |
|         708          |     NaN     |       1       |       *        |
|         709          |     NaN     |       1       |       *        |
|         710          |     NaN     |       1       |       *        |
|         711          |     NaN     |       1       |       *        |
|         712          |     NaN     |       1       |       *        |
|         713          |     NaN     |       1       |       *        |
|         714          |     NaN     |       0       |       *        |
|         715          |     NaN     |       1       |       *        |
|         716          |     NaN     |       0       |       *        |
|         717          |     NaN     |       1       |       *        |
|         718          |     NaN     |       1       |       *        |
|         719          |     NaN     |       1       |       *        |
|         720          |     NaN     |       1       |       *        |
|         721          |     NaN     |       1       |       *        |
|         722          |     NaN     |       1       |       *        |
|         723          |     NaN     |       1       |       *        |
|         724          |     NaN     |       1       |       *        |
|         725          |     NaN     |       1       |       *        |
|         726          |     NaN     |       1       |       *        |
|         727          |     NaN     |       1       |       *        |
|         728          |     NaN     |       1       |       *        |
|         729          |     NaN     |       1       |       *        |
|         730          |     NaN     |       1       |       *        |
|         731          |     NaN     |       1       |       *        |
|         732          |     NaN     |       1       |       *        |
|         733          |     NaN     |       1       |       *        |
|         734          |     NaN     |       1       |       *        |
|         735          |     NaN     |       0       |       *        |
|         736          |     NaN     |       1       |       *        |
|         737          |     NaN     |       1       |       *        |
|         738          |     NaN     |       1       |       *        |
|         739          |     NaN     |       0       |       *        |
|         740          |     NaN     |       1       |       *        |
|         741          |     NaN     |       1       |       *        |
|         742          |     NaN     |       1       |       *        |
|         743          |     NaN     |       1       |       *        |
|         744          |     NaN     |       1       |       *        |
|         745          |     NaN     |       1       |       *        |
|         746          |     NaN     |       1       |       *        |
|         747          |     NaN     |       1       |       *        |
|         748          |     NaN     |       1       |       *        |
|         749          |     NaN     |       1       |       *        |
|         750          |     NaN     |       1       |       *        |
|         751          |     NaN     |       1       |       *        |
|         752          |     NaN     |       1       |       *        |
|         753          |     NaN     |       0       |       *        |
|         754          |     NaN     |       1       |       *        |
|         755          |     NaN     |       1       |       *        |
|         756          |     NaN     |       1       |       *        |
|         757          |     NaN     |       1       |       *        |
|         758          |     NaN     |       1       |       *        |
|         759          |     NaN     |       1       |       *        |
|         760          |     NaN     |       1       |       *        |
|         761          |     NaN     |       1       |       *        |
|         762          |     NaN     |       1       |       *        |
|         763          |     NaN     |       1       |       *        |
|         764          |     NaN     |       1       |       *        |
|         765          |     NaN     |       1       |       *        |
|         766          |     NaN     |       1       |       *        |
|         767          |     NaN     |       1       |       *        |
|         768          |     NaN     |       1       |       *        |
|         769          |     NaN     |       1       |       *        |
|         770          |     NaN     |       1       |       *        |
|         771          |     NaN     |       1       |       *        |
|         772          |     NaN     |       1       |       *        |
|         773          |     NaN     |       1       |       *        |
|         774          |     NaN     |       1       |       *        |
|         775          |     NaN     |       0       |       *        |
|         776          |     NaN     |       1       |       *        |
|         777          |     NaN     |       1       |       *        |
|         778          |     NaN     |       1       |       *        |
|         779          |     NaN     |       1       |       *        |
|         780          |     NaN     |       1       |       *        |
|         781          |     NaN     |       1       |       *        |
|         782          |     NaN     |       1       |       *        |
|         783          |     NaN     |       1       |       *        |
|         784          |     NaN     |       0       |       *        |
|         785          |     NaN     |       0       |       *        |
|         786          |     NaN     |       1       |       *        |
|         787          |     NaN     |       1       |       *        |
|         788          |     NaN     |       1       |       *        |
|         789          |     NaN     |       1       |       *        |
|         790          |     NaN     |       0       |       *        |
|         791          |     NaN     |       1       |       *        |
|         792          |     NaN     |       1       |       *        |
|         793          |     NaN     |       1       |       *        |
|         794          |     NaN     |       1       |       *        |
|         795          |     NaN     |       1       |       *        |
|         796          |     NaN     |       1       |       *        |
|         797          |     NaN     |       1       |       *        |
|         798          |     NaN     |       1       |       *        |
|         799          |     NaN     |       1       |       *        |
|         800          |     NaN     |       1       |       *        |
|         801          |     NaN     |       1       |       *        |
|         802          |     NaN     |       1       |       *        |
|         803          |     NaN     |       0       |       *        |
|         804          |     NaN     |       1       |       *        |
|         805          |     NaN     |       1       |       *        |
|         806          |     NaN     |       1       |       *        |
|         807          |     NaN     |       1       |       *        |
|         808          |     NaN     |       0       |       *        |
|         809          |     NaN     |       1       |       *        |
|         810          |     NaN     |       0       |       *        |
|         811          |     NaN     |       1       |       *        |
|         812          |     NaN     |       1       |       *        |
|         813          |     NaN     |       1       |       *        |
|         814          |     NaN     |       1       |       *        |
|         815          |     NaN     |       1       |       *        |
|         816          |     NaN     |       1       |       *        |
|         817          |     NaN     |       1       |       *        |
|         818          |     NaN     |       1       |       *        |
|         819          |     NaN     |       1       |       *        |
|         820          |     NaN     |       1       |       *        |
|         821          |     NaN     |       0       |       *        |
|         822          |     NaN     |       1       |       *        |
|         823          |     NaN     |       0       |       *        |
|         824          |     NaN     |       1       |       *        |
|         825          |     NaN     |       1       |       *        |
|         826          |     NaN     |       1       |       *        |
|         827          |     NaN     |       1       |       *        |
|         828          |     NaN     |       1       |       *        |
|         829          |     NaN     |       1       |       *        |
|         830          |     NaN     |       1       |       *        |
|         831          |     NaN     |       1       |       *        |
|         832          |     NaN     |       1       |       *        |
|         833          |     NaN     |       1       |       *        |
|         834          |     NaN     |       1       |       *        |
|         835          |     NaN     |       1       |       *        |
|         836          |     NaN     |       1       |       *        |
|         837          |     NaN     |       1       |       *        |
|         838          |     NaN     |       0       |       *        |
|         839          |     NaN     |       1       |       *        |
|         840          |     NaN     |       1       |       *        |
|         841          |     NaN     |       1       |       *        |
|         842          |     NaN     |       1       |       *        |
|         843          |     NaN     |       1       |       *        |
|         844          |     NaN     |       1       |       *        |
|         845          |     NaN     |       1       |       *        |
|         846          |     NaN     |       1       |       *        |
|         847          |     NaN     |       1       |       *        |
|         848          |     NaN     |       1       |       *        |
|         849          |     NaN     |       1       |       *        |
|         850          |     NaN     |       1       |       *        |
|         851          |     NaN     |       1       |       *        |
|         852          |     NaN     |       1       |       *        |
|         853          |     NaN     |       1       |       *        |
|         854          |     NaN     |       1       |       *        |
|         855          |     NaN     |       1       |       *        |
|         856          |     NaN     |       1       |       *        |
|         857          |     NaN     |       1       |       *        |
|         858          |     NaN     |       0       |       *        |
|         859          |     NaN     |       1       |       *        |
|         860          |     NaN     |       0       |       *        |
|         861          |     NaN     |       1       |       *        |
|         862          |     NaN     |       1       |       *        |
|         863          |     NaN     |       0       |       *        |
|         864          |     NaN     |       1       |       *        |
|         865          |     NaN     |       0       |       *        |
|         866          |     NaN     |       1       |       *        |
|         867          |     NaN     |       1       |       *        |
|         868          |     NaN     |       0       |       *        |
|         869          |     NaN     |       1       |       *        |
|         870          |     NaN     |       1       |       *        |
|         871          |     NaN     |       1       |       *        |
|         872          |     NaN     |       1       |       *        |
|         873          |     NaN     |       1       |       *        |
|         874          |     NaN     |       0       |       *        |
|         875          |     NaN     |       1       |       *        |
|         876          |     NaN     |       1       |       *        |
|         877          |     NaN     |       1       |       *        |
|         878          |     NaN     |       1       |       *        |
|         879          |     NaN     |       1       |       *        |
|         880          |     NaN     |       1       |       *        |
|         881          |     NaN     |       1       |       *        |
|         882          |     NaN     |       0       |       *        |
|         883          |     NaN     |       1       |       *        |
|         884          |     NaN     |       1       |       *        |
|         885          |     NaN     |       0       |       *        |
|         886          |     NaN     |       1       |       *        |
|         887          |     NaN     |       1       |       *        |
|         888          |     NaN     |       1       |       *        |
|         889          |     NaN     |       0       |       *        |
|         890          |     NaN     |       1       |       *        |
|         891          |     NaN     |       1       |       *        |
|         892          |     NaN     |       1       |       *        |
|         893          |     NaN     |       1       |       *        |
|         894          |     NaN     |       1       |       *        |
|         895          |     NaN     |       1       |       *        |
|         896          |     NaN     |       0       |       *        |
|         897          |     NaN     |       1       |       *        |
|         898          |     NaN     |       1       |       *        |
|         899          |     NaN     |       1       |       *        |
|         900          |     NaN     |       0       |       *        |
|         901          |     NaN     |       1       |       *        |
|         902          |     NaN     |       1       |       *        |
|         903          |     NaN     |       1       |       *        |
|         904          |     NaN     |       1       |       *        |
|         905          |     NaN     |       1       |       *        |
|         906          |     NaN     |       1       |       *        |
|         907          |     NaN     |       1       |       *        |
|         908          |     NaN     |       0       |       *        |
|         909          |     NaN     |       1       |       *        |
|         910          |     NaN     |       1       |       *        |
|         911          |     NaN     |       1       |       *        |
|         912          |     NaN     |       1       |       *        |
|         913          |     NaN     |       1       |       *        |
|         914          |     NaN     |       1       |       *        |
|         915          |     NaN     |       1       |       *        |
|         916          |     NaN     |       1       |       *        |
|         917          |     NaN     |       1       |       *        |
|         918          |     NaN     |       1       |       *        |
|         919          |     NaN     |       1       |       *        |
|         920          |     NaN     |       1       |       *        |
|         921          |     NaN     |       1       |       *        |
|         922          |     NaN     |       1       |       *        |
|         923          |     NaN     |       0       |       *        |
|         924          |     NaN     |       1       |       *        |
|         925          |     NaN     |       1       |       *        |
|         926          |     NaN     |       1       |       *        |
|         927          |     NaN     |       1       |       *        |
|         928          |     NaN     |       1       |       *        |
|         929          |     NaN     |       1       |       *        |
|         930          |     NaN     |       1       |       *        |
|         931          |     NaN     |       1       |       *        |
|         932          |     NaN     |       1       |       *        |
|         933          |     NaN     |       1       |       *        |
|         934          |     NaN     |       1       |       *        |
|         935          |     NaN     |       1       |       *        |
|         936          |     NaN     |       1       |       *        |
|         937          |     NaN     |       1       |       *        |
|         938          |     NaN     |       0       |       *        |
|         939          |     NaN     |       1       |       *        |
|         940          |     NaN     |       1       |       *        |
|         941          |     NaN     |       1       |       *        |
|         942          |     NaN     |       1       |       *        |
|         943          |     NaN     |       1       |       *        |
|         944          |     NaN     |       1       |       *        |
|         945          |     NaN     |       1       |       *        |
|         946          |     NaN     |       1       |       *        |
|         947          |     NaN     |       1       |       *        |
|         948          |     NaN     |       1       |       *        |
|         949          |     NaN     |       1       |       *        |
|         950          |     NaN     |       1       |       *        |
|         951          |     NaN     |       1       |       *        |
|         952          |     NaN     |       1       |       *        |
|         953          |     NaN     |       1       |       *        |
|         954          |     NaN     |       1       |       *        |
|         955          |     NaN     |       1       |       *        |
|         956          |     NaN     |       0       |       *        |
|         957          |     NaN     |       1       |       *        |
|         958          |     NaN     |       1       |       *        |
|         959          |     NaN     |       1       |       *        |
|         960          |     NaN     |       1       |       *        |
|         961          |     NaN     |       1       |       *        |
|         962          |     NaN     |       1       |       *        |
|         963          |     NaN     |       1       |       *        |
|         964          |     NaN     |       1       |       *        |
|         965          |     NaN     |       1       |       *        |
|         966          |     NaN     |       1       |       *        |
|         967          |     NaN     |       1       |       *        |
|         968          |     NaN     |       0       |       *        |
|         969          |     NaN     |       0       |       *        |
|         970          |     NaN     |       1       |       *        |
|         971          |     NaN     |       0       |       *        |
|         972          |     NaN     |       1       |       *        |
|         973          |     NaN     |       1       |       *        |
|         974          |     NaN     |       1       |       *        |
|         975          |     NaN     |       1       |       *        |
|         976          |     NaN     |       1       |       *        |
|         977          |     NaN     |       1       |       *        |
|         978          |     NaN     |       1       |       *        |
|         979          |     NaN     |       1       |       *        |
|         980          |     NaN     |       1       |       *        |
|         981          |     NaN     |       1       |       *        |
|         982          |     NaN     |       1       |       *        |
|         983          |     NaN     |       1       |       *        |
|         984          |     NaN     |       1       |       *        |
|         985          |     NaN     |       1       |       *        |
|         986          |     NaN     |       0       |       *        |
|         987          |     NaN     |       0       |       *        |
|         988          |     NaN     |       1       |       *        |
|         989          |     NaN     |       1       |       *        |
|         990          |     NaN     |       1       |       *        |
|         991          |     NaN     |       1       |       *        |
|         992          |     NaN     |       1       |       *        |
|         993          |     NaN     |       1       |       *        |
|         994          |     NaN     |       1       |       *        |
|         995          |     NaN     |       1       |       *        |
|         996          |     NaN     |       1       |       *        |
|         997          |     NaN     |       1       |       *        |
|         998          |     NaN     |       1       |       *        |
|         999          |     NaN     |       1       |       *        |
|        1000          |     NaN     |       1       |       *        |
|        1001          |     NaN     |       1       |       *        |
|        1002          |     NaN     |       0       |       *        |
|        1003          |     NaN     |       1       |       *        |
|        1004          |     NaN     |       1       |       *        |
|        1005          |     NaN     |       0       |       *        |
|        1006          |     NaN     |       1       |       *        |
|        1007          |     NaN     |       1       |       *        |
|        1008          |     NaN     |       0       |       *        |
|        1009          |     NaN     |       1       |       *        |
|        1010          |     NaN     |       1       |       *        |
|        1011          |     NaN     |       1       |       *        |
|        1012          |     NaN     |       1       |       *        |
|        1013          |     NaN     |       1       |       *        |
|        1014          |     NaN     |       1       |       *        |
|        1015          |     NaN     |       1       |       *        |
|        1016          |     NaN     |       1       |       *        |
|        1017          |     NaN     |       1       |       *        |
|        1018          |     NaN     |       1       |       *        |
|        1019          |     NaN     |       1       |       *        |
|        1020          |     NaN     |       1       |       *        |
|        1021          |     NaN     |       0       |       *        |
|        1022          |     NaN     |       1       |       *        |
|        1023          |     NaN     |       1       |       *        |
|        1024          |     NaN     |       1       |       *        |
|        1025          |     NaN     |       1       |       *        |
|        1026          |     NaN     |       0       |       *        |
|        1027          |     NaN     |       1       |       *        |
|        1028          |     NaN     |       1       |       *        |
|        1029          |     NaN     |       1       |       *        |
|        1030          |     NaN     |       1       |       *        |
|        1031          |     NaN     |       1       |       *        |
|        1032          |     NaN     |       0       |       *        |
|        1033          |     NaN     |       1       |       *        |
|        1034          |     NaN     |       1       |       *        |
|        1035          |     NaN     |       1       |       *        |
|        1036          |     NaN     |       1       |       *        |
|        1037          |     NaN     |       1       |       *        |
|        1038          |     NaN     |       1       |       *        |
|        1039          |     NaN     |       1       |       *        |
|        1040          |     NaN     |       1       |       *        |
|        1041          |     NaN     |       1       |       *        |
|        1042          |     NaN     |       1       |       *        |
|        1043          |     NaN     |       1       |       *        |
|        1044          |     NaN     |       1       |       *        |
|        1045          |     NaN     |       1       |       *        |
|        1046          |     NaN     |       1       |       *        |
|        1047          |     NaN     |       1       |       *        |
|        1048          |     NaN     |       0       |       *        |
|        1049          |     NaN     |       1       |       *        |
|        1050          |     NaN     |       1       |       *        |
|        1051          |     NaN     |       1       |       *        |
|        1052          |     NaN     |       0       |       *        |
|        1053          |     NaN     |       1       |       *        |
|        1054          |     NaN     |       0       |       *        |
|        1055          |     NaN     |       1       |       *        |
|        1056          |     NaN     |       1       |       *        |
|        1057          |     NaN     |       1       |       *        |
|        1058          |     NaN     |       1       |       *        |
|        1059          |     NaN     |       1       |       *        |
|        1060          |     NaN     |       1       |       *        |
|        1061          |     NaN     |       1       |       *        |
|        1062          |     NaN     |       1       |       *        |
|        1063          |     NaN     |       1       |       *        |
|        1064          |     NaN     |       1       |       *        |
|        1065          |     NaN     |       0       |       *        |
|        1066          |     NaN     |       1       |       *        |
|        1067          |     NaN     |       1       |       *        |
|        1068          |     NaN     |       1       |       *        |
|        1069          |     NaN     |       1       |       *        |
|        1070          |     NaN     |       1       |       *        |
|        1071          |     NaN     |       0       |       *        |
|        1072          |     NaN     |       1       |       *        |
|        1073          |     NaN     |       1       |       *        |
|        1074          |     NaN     |       1       |       *        |
|        1075          |     NaN     |       1       |       *        |
|        1076          |     NaN     |       1       |       *        |
|        1077          |     NaN     |       1       |       *        |
|        1078          |     NaN     |       0       |       *        |
|        1079          |     NaN     |       0       |       *        |
|        1080          |     NaN     |       1       |       *        |
|        1081          |     NaN     |       1       |       *        |
|        1082          |     NaN     |       1       |       *        |
|        1083          |     NaN     |       1       |       *        |
|        1084          |     NaN     |       1       |       *        |
|        1085          |     NaN     |       0       |       *        |
|        1086          |     NaN     |       1       |       *        |
|        1087          |     NaN     |       1       |       *        |
|        1088          |     NaN     |       1       |       *        |
|        1089          |     NaN     |       1       |       *        |
|        1090          |     NaN     |       1       |       *        |
|        1091          |     NaN     |       1       |       *        |
|        1092          |     NaN     |       0       |       *        |
|        1093          |     NaN     |       1       |       *        |
|        1094          |     NaN     |       1       |       *        |
|        1095          |     NaN     |       1       |       *        |
|        1096          |     NaN     |       1       |       *        |
|        1097          |     NaN     |       0       |       *        |
|        1098          |     NaN     |       1       |       *        |
|        1099          |     NaN     |       1       |       *        |
|        1100          |     NaN     |       1       |       *        |
-----------------------------------------------------------------------
EGINDAKO PREDIZIO KOP= 1100
